"taxon_id","taxon_rank","scientific_name","species","genus","family","order","class","phylum","kingdom","superkingdom","genome_size"
"111811","species","Caprimulgus europaeus","Caprimulgus europaeus","Caprimulgus","Caprimulgidae","Caprimulgiformes","Aves","Chordata","Metazoa","Eukaryota",1188270000
"65598","species","Bombus pascuorum","Bombus pascuorum","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",388162222.2222222
"767470","species","Pterostichus madidus","Pterostichus madidus","Pterostichus","Carabidae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",554000000
"522848","species","Mimas tiliae","Mimas tiliae","Mimas","Sphingidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",568870000
"1594315","species","Notocelia uddmanniana","Notocelia uddmanniana","Notocelia","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",690541666.6666666
"113334","species","Melitaea cinxia","Melitaea cinxia","Melitaea","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",717000000
"171605","species","Vanessa cardui","Vanessa cardui","Vanessa","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",379000000
"287375","species","Zygaena filipendulae","Zygaena filipendulae","Zygaena","Zygaenidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",514852430.5555556
"988071","species","Atethmia centrago","Atethmia centrago","Atethmia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",743750000
"2495127","species","Nysson spinosus","Nysson spinosus","Nysson","Crabronidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",469440000
"171585","species","Nymphalis io","Nymphalis io","Nymphalis","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",379000000
"662956","species","Ocypus olens","Ocypus olens","Ocypus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",1037000000
"875883","species","Ennomos quercinarius","Ennomos quercinarius","Ennomos","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",565000000
"987902","species","Clostera curtula","Clostera curtula","Clostera","Notodontidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",352080000
"9860","species","Cervus elaphus","Cervus elaphus","Cervus","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa","Eukaryota",3059000625
"722662","species","Ennomos fuscantarius","Ennomos fuscantarius","Ennomos","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",565000000
"997540","species","Mythimna ferrago","Mythimna ferrago","Mythimna","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",709000000
"987935","species","Euproctis similis","Euproctis similis","Euproctis","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",747170000
"721137","species","Habrosyne pyritoides","Habrosyne pyritoides","Habrosyne","Drepanidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",410000000
"78633","species","Pieris napi","Pieris napi","Pieris","Pieridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",408000000
"987877","species","Amphipyra berbera","Amphipyra berbera","Amphipyra","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",708477500
"190356","species","Peribatodes rhomboidaria","Peribatodes rhomboidaria","Peribatodes","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",758797647.0588236
"201766","species","Apoderus coryli","Apoderus coryli","Apoderus","Attelabidae","Coleoptera","Insecta","Arthropoda","Metazoa","Eukaryota",911730555.5555556
"30201","species","Bombus sylvestris","Bombus sylvestris","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa","Eukaryota",312500000
"282391","species","Lycaena phlaeas","Lycaena phlaeas","Lycaena","Lycaenidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",532235000
"987943","species","Furcula furcula","Furcula furcula","Furcula","Notodontidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",408000000
"7116","species","Pieris brassicae","Pieris brassicae","Pieris","Pieridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",408000000
"374264","species","Xylota sylvarum","Xylota sylvarum","Xylota","Syrphidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",417000000
"631328","species","Tachina fera","Tachina fera","Tachina","Tachinidae","Diptera","Insecta","Arthropoda","Metazoa","Eukaryota",649000000
"1100916","species","Apotomis turbidana","Apotomis turbidana","Apotomis","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",762000000
"171594","species","Nymphalis polychloros","Nymphalis polychloros","Nymphalis","Nymphalidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",379000000
"203782","species","Celastrina argiolus","Celastrina argiolus","Celastrina","Lycaenidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",524000000
"721163","species","Thyatira batis","Thyatira batis","Thyatira","Drepanidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",466000000
"64459","species","Pieris rapae","Pieris rapae","Pieris","Pieridae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",408000000
"988025","species","Cyaniris semiargus","Cyaniris semiargus","Cyaniris","Lycaenidae","Lepidoptera","Insecta","Arthropoda","Metazoa","Eukaryota",524000000
